name,link,year
Lee; Peng; Spielman,https://arxiv.org/abs/1506.08204,2015
Daitch; Spielman,https://arxiv.org/abs/cs/0703119,2007
Gaussian Elimination,-,-150
Naive Implementation,-,1940
Floyd's tortoise and hare algorithm,http://pds7.egloos.com/pds/200801/07/29/p636-floyd.pdf,1967
Brent's algorithm,https://maths-people.anu.edu.au/~brent/pd/rpb005.pdf,1973
Gosper's algorithm,https://www.inwap.com/pdp10/hbaker/hakmem/flows.html#item132,1978
Fisher–Yates/Knuth shuffle,https://www.worldcat.org/title/statistical-tables-for-biological-agricultural-and-medical-research/oclc/14222135,1938
Durstenfeld's Algorithm 235,https://dl.acm.org/doi/10.1145/364520.364540,1964
Radix sorting method,-,1887
Sattolo's algorithm,https://www.sciencedirect.com/science/article/abs/pii/0020019086900736,1986
Gomory's cutting method,https://www.cs.uleth.ca/~benkoczi/OR/read/cutting-stock-LP.pdf,1953
Wolfe; Lemaréchal; Kiwiel,https://link.springer.com/content/pdf/10.1007/BFb0120703.pdf,1964
Ellipsoid method,https://www.sciencedirect.com/science/article/abs/pii/0041555380900610,1971
Subgradient method,https://www.springer.com/gp/book/9783642821202,1981
Dual subgradients and the drift-plus-penalty method,,1993
Buchberger's algorithm,https://dl.acm.org/doi/10.1145/1088216.1088219,1976
Faugère F4 algorithm,https://linkinghub.elsevier.com/retrieve/pii/S0022404999000055,1999
Faugère F5 algorithm,https://dl.acm.org/doi/10.1145/780506.780516,2002
Naive algorithm,-,1940
SMAWK algorithm,https://link.springer.com/article/10.1007/BF01840359,1987
Steinhaus–Johnson–Trotter algorithm,https://www.ams.org/journals/mcom/1963-17-083/S0025-5718-1963-0159764-2/home.html,1963
Tompkins–Paige algorithm,https://mathscinet.ams.org/mathscinet-getitem?mr=0080380,1956
Heap's algorithm,https://academic.oup.com/comjnl/article/6/3/293/360213,1963
Garsia–Wachs algorithm,https://epubs.siam.org/doi/abs/10.1137/0206045,1977
Hu–Tucker algorithm,https://epubs.siam.org/doi/10.1137/0121057,1971
Modified Knuth's DP algorithm,https://www.cs.bgu.ac.il/~michaluz/seminar/Knuth71.pdf,1970
Knuth's DP algorithm,https://www.cs.bgu.ac.il/~michaluz/seminar/Knuth71.pdf,1970
Naive algorithm,https://www.cs.bgu.ac.il/~michaluz/seminar/Knuth71.pdf,1940
Yao,https://doi.org/10.1137/0603055,1982
Levcopoulos; Lingas; Sack,https://www.sciencedirect.com/science/article/pii/0304397589901345,1989
de Prisco,https://www.sciencedirect.com/science/article/pii/002001909390212R,1993
Lemke–Howson algorithm,https://epubs.siam.org/doi/abs/10.1137/0112033?journalCode=smjmap.1,1964
Lipton; Mehta,https://dl.acm.org/doi/10.1145/779928.779933,2003
Hungarian algorithm,https://web.eecs.umich.edu/~pettie/matching/Kuhn-hungarian-assignment.pdf,1955
Edmonds,https://nvlpubs.nist.gov/nistpubs/jres/69B/jresv69Bn1-2p125_A1b.pdf,1965
Micali; Vazirani,https://ieeexplore.ieee.org/document/4567800,1980
Mucha and Sankowski,https://dl.acm.org/doi/10.1109/FOCS.2004.40,2004
Fleury's algorithm + Tarjan,https://collaborate.princeton.edu/en/publications/a-note-on-finding-the-bridges-of-a-graph,1974
Hierholzer's algorithm,-,1873
Fleury's algorithm + Thorup,https://www.cs.princeton.edu/courses/archive/spr10/cos423/handouts/NearOpt.pdf,2000
Naive algorithm,-,1965
Cooley–Tukey algorithm,https://www.ams.org/journals/mcom/1965-19-090/S0025-5718-1965-0178586-1/S0025-5718-1965-0178586-1.pdf,1965
Rader–Brenner algorithm,https://ieeexplore.ieee.org/document/1162805,1976
Bruun's FFT algorithm,https://ieeexplore.ieee.org/document/1163036/,1978
Yavne Split Radix FFT algorithm,https://dl.acm.org/citation.cfm?id=1476610,1968
Gentleman; Morven and Gordon Sande radix-4 algorithm,http://cis.rit.edu/class/simg716/FFT_Fun_Profit.pdf,1966
Bergland; Glenn radix-8 algorithm,https://ieeexplore.ieee.org/document/1162043,1969
Extended Split Radix FFT algorithm,https://ieeexplore.ieee.org/document/917698,2001
 Von zur Gathen-Gerhard additive FFT,https://dl.acm.org/doi/10.1145/236869.236882,1996
Wang-Zhu-Cantor additive FFT,https://ieeexplore.ieee.org/document/1926/,1988
Gao’s additive FFT,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5625613,2010
Naive algorithm,-,1940
Digital Differential Analyzer,-,1940
Bresenham's line algorithm,https://web.archive.org/web/20080528040104/http://www.research.ibm.com/journal/sj/041/ibmsjIVRIC.pdf,1965
Xiaolin Wu's line algorithm,http://www-users.mat.umk.pl/~gruby/teaching/lgim/1_wu.pdf,1991
Gupta-Sproull algorithm,http://www.cs.gettysburg.edu/~ilinkin/courses/Fall-2014/cs373/handouts/papers/gs-fegsd-81.pdf,1981
Greiner–Hormann clipping algorithm,http://davis.wpi.edu/~matt/courses/clipping/,1998
Sutherland–Hodgman algorithm,https://dl.acm.org/doi/10.1145/360767.360802,1974
Vatti clipping algorithm,https://dl.acm.org/doi/10.1145/129902.129906,1992
Weiler–Atherton clipping algorithm,https://www.cs.drexel.edu/~david/Classes/CS430/HWs/p214-weiler.pdf,1977
Inverse iteration,https://onlinelibrary.wiley.com/doi/abs/10.1002/zamm.19210010104,1921
Rayleigh quotient iteration,-,1940
LOBPCG algorithm,-,1948
Bisection method,-,1985
Laguerre iteration,-,1940
QR algorithm,https://academic.oup.com/comjnl/article/4/4/332/432033,1962
Jacobi eigenvalue algorithm,https://gdz.sub.uni-goettingen.de/id/PPN243919689_0030,1846
Divide-and-conquer,https://link.springer.com/content/pdf/10.1007/BF01389480.pdf,1986
Homotopy method,https://www.scirp.org/(S(czeh2tfqyw2orz553k1w0r45))/reference/ReferencesPapers.aspx?ReferenceID=530065,1992
Folded spectrum method,https://journals.aps.org/pr/abstract/10.1103/PhysRev.46.828,1934
MRRR algorithm,https://www.cs.utexas.edu/users/inderjit/public_papers/DesignMRRR_toms06.pdf,1999
Bisection method,-,1820
False position method,-,1690
Newton's method,,1940
Halley's method,-,1940
Secant method,-,1940
Ridder's method,https://ieeexplore.ieee.org/document/1084580/,1979
Muller's method,https://www.jstor.org/stable/2001916,1956
Todd–Coxeter algorithm,https://www.cambridge.org/core/journals/proceedings-of-the-edinburgh-mathematical-society/article/practical-method-for-enumerating-cosets-of-a-finite-abstract-group/0306574AD958F694A0A8339338348AA1,1936
Haselgrove-Leech-Trotter (HLT) algorithm,,1940
Knuth–Bendix algorithm,https://www.cs.tufts.edu/~nr/cs257/archive/don-knuth/knuth-bendix.pdf,1970
Expectation–maximization (EM) algorithm,https://www.jstor.org/stable/2984875,1977
Newton–Raphson algorithm,-,1685
Parameter-expanded expectation maximization (PX-EM) algorithm,https://www.jstor.org/stable/2337481,1998
Expectation conditional maximization (ECM),https://arxiv.org/abs/1709.06970,2017
Generalized expectation maximization (GEM) algorithm,https://web.eecs.umich.edu/~fessler/papers/files/jour/94/web/fessler-94-sag.pdf,1994
α-EM algorithm,https://dl.acm.org/doi/10.1109/TIT.2002.808105,2003
Naive solution,-,1940
 Flajolet–Martin algorithm,http://algo.inria.fr/flajolet/Publications/src/FlMa85.pdf,1984
LogLog algorithm,http://algo.inria.fr/flajolet/Publications/DuFl03-LNCS.pdf,2003
HyperLogLog algorithm,http://algo.inria.fr/flajolet/Publications/FlFuGaMe07.pdf,2007
HyperLogLog++,https://static.googleusercontent.com/media/research.google.com/en//pubs/archive/40671.pdf,2014
Min/max sketches streaming algorithm,,1980
Bottom-m sketches streaming algorithm,,1980
Chaitin's Algorithm,https://dl.acm.org/doi/10.1145/872726.806984,1981
Chow's Algorithm,https://dl.acm.org/doi/10.1145/502874.502896,1984
"Linear Scan, Poletto & Sarkar",http://web.cs.ucla.edu/~palsberg/course/cs132/linearscan.pdf,1999
Cooper and Dasgupta algorithm,,1983
"Optimal Register Allocation (ORA), Goodwin & Wilken Algorithm",https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1097-024X(199608)26:8%3C929::AID-SPE40%3E3.0.CO;2-T,1996
Kong and Wilken Algorithm,https://dl.acm.org/doi/10.5555/290940.291002,1998
Fortune's algorithm,http://www.wias-berlin.de/people/si/course/files/Fortune87-SweepLine-Voronoi.pdf,1986
Linde–Buzo–Gray algorithm,https://ieeexplore.ieee.org/document/1094577/,1980
Bowyer–Watson algorithm,https://academic.oup.com/comjnl/article/24/2/167/338200,1981
Naïve algorithm,-,1940
Two-pass algorithm,-,1940
Welford's Online algorithm,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.302.7503&rep=rep1&type=pdf,1962
Weighted incremental algorithm,https://dl.acm.org/doi/10.1145/359146.359153,1979
Chan's algorithm Parallel Implementation,http://i.stanford.edu/pub/cstr/reports/cs/tr/79/773/CS-TR-79-773.pdf,1979
Kahn's algorithm,https://dl.acm.org/doi/10.1145/368996.369025,1962
Tarjan's DFS based algorithm,https://link.springer.com/article/10.1007/BF00268499,1976
Dekel; Nassimi & Sahni Parallel Implementation ,https://www.proquest.com/docview/920003939?pq-origsite=gscholar&fromopenview=true,1981
Hopcroft's algorithm,https://www.cs.cmu.edu/~./sutner/CDM/papers/Hopcroft71.pdf,1971
Moore's algorithm,https://doi.org/10.2307/2964500,1956
Brzozowski's algorithm,https://www.semanticscholar.org/paper/Canonical-regular-expressions-and-minimal-state-for-Brzozowski/94def4233e1e8f15bab72e82708a03fd37233b14,1963
Revuz's algorithm,https://www.sciencedirect.com/science/article/pii/0304397592901423,1992
Almeida & Zeitoun,https://www.labri.fr/perso/zeitoun/research/pdf/Almeida-Zeitoun-IPL2008.pdf,2008
Tarjan's off-line lowest common ancestors algorithm,https://www.semanticscholar.org/paper/Fast-Algorithms-for-Finding-Nearest-Common-Harel-Tarjan/8867d059dda279b1aed4a0301e4e46f9daf65174,1984
Schieber; Vishkin,https://epubs.siam.org/doi/abs/10.1137/0217079?journalCode=smjcat,1988
Berkman; Vishkin,https://apps.dtic.mil/dtic/tr/fulltext/u2/a227803.pdf,1993
Bender; Colton [LCA <=> RMQ],https://www.ics.uci.edu/~eppstein/261/BenFar-LCA-00.pdf,2000
"Stephen Alstrup, Cyril Gavoille, Haim Kaplan & Theis Rauhe ",https://link.springer.com/article/10.1007/s00224-004-1155-5,2004
 X Chen,https://doi.org/10.1016/j.knosys.2018.10.002,2019
Y Bai,https://asset-pdf.scinapse.io/prod/2886034153/2886034153.pdf,2018
L Chang,https://doi.org/10.48550/arXiv.1709.06810,2017
K Riesen,https://doi.org/10.1007/978-3-642-38221-5_15,2013
Alberto Sanfeliu and King-Sun Fu,https://doi.org/10.1109/TSMC.1983.6313167,1983
"Neuhaus, Riesen, Bunke",https://link.springer.com/chapter/10.1007/11815921_17,2006
Wang Y-K; Fan K-C; Horng J-T,https://doi.org/10.1109/3477.604100,1997
Tao D; Tang X; Li X et al,https://eprints.bbk.ac.uk/id/eprint/443/1/Binder1.pdf,2006
Finch,https://direct.mit.edu/neco/article-pdf/10/7/1873/813998/089976698300017188.pdf?casa_token=nCYv9xO_Cc4AAAAA:EHiG4v8QmQju6u9RE6w4X6EGRtk5O5W6hIGy-_0A3HSit43f__4oSd4wjAtFIGJuopGMZzU,1998
Bron–Kerbosch algorithm,https://dl.acm.org/doi/10.1145/362342.362367,1973
Akkoyunlu; E. A. ,http://www.dcs.gla.ac.uk/~pat/jchoco/clique/enumeration/papers/SMJ000001%5B1%5D.pdf,1973
Tomita; Tanaka & Takahashi,https://snap.stanford.edu/class/cs224w-readings/tomita06cliques.pdf,2006
Segundo; Artieda;  Strash Parallel,https://arxiv.org/pdf/1801.00202.pdf,2011
"David Eppstein, Maarten Löffler, Darren Strash",https://arxiv.org/pdf/1006.5440.pdf,2010
Chiba and Nishizeki ,https://pdfs.semanticscholar.org/0d19/245a27bc65a87a8014d5b8a66fb514c8ff0b.pdf,1985
M. Chrobak and D. Eppstein,https://www.ics.uci.edu/~eppstein/pubs/ChrEpp-TCS-91.pdf,1989
"Shuji Tsukiyama, Mikio Ide, Hiromu Ariyoshi, and Isao Shirakawa",https://www.proquest.com/docview/918487776?pq-origsite=gscholar&fromopenview=true,1977
"Kazuhisa Makino, Takeaki Uno; Section 5",https://link.springer.com/chapter/10.1007/978-3-540-27810-8_23,2004
Held–Karp algorithm,https://www.jstor.org/stable/2098806,1962
Christofides algorithm,https://apps.dtic.mil/dtic/tr/fulltext/u2/a025602.pdf,1976
Lawler; E. L.,https://onlinelibrary.wiley.com/doi/10.1002/net.3230180309,1985
TSPLIB,https://pubsonline.informs.org/doi/abs/10.1287/ijoc.3.4.376,1991
5-point star Cramer's rule,,1945
5-point Gauss elimination,,1945
5-point Gauss Seidel iteration,,1945
5-point SOR iteration,,1954
5-point ADI iteration,,1955
9-point SOR iteration,,1956
9-point Tensor product,https://epubs.siam.org/doi/pdf/10.1137/0113067,1964
9-point ADI iteration,,1965
5-point FFT,,1965
9-point ADI iteration + smooth guess,,1969
5-point cyclic reduction,,1970
9-point FFT,,1978
5-point star Cramer's rule,,1945
5-point Gauss elimination,,1945
5-point Gauss Seidel iteration,,1945
5-point SOR iteration,,1954
5-point ADI iteration,,1955
9-point SOR iteration,,1956
9-point Tensor product,https://epubs.siam.org/doi/pdf/10.1137/0113067,1964
9-point ADI iteration,,1965
5-point FFT,,1965
9-point ADI iteration + smooth guess,,1969
5-point cyclic reduction,,1970
9-point FFT,,1978
Naive algorithm,-,1934
Flipping algorithm,https://link.springer.com/article/10.1007/PL00009464,1999
de Berg; Cheong,https://web.archive.org/web/20091028054315/http://www.cs.uu.nl/geobook/interpolation.pdf,2008
Bowyer–Watson algorithm,https://academic.oup.com/comjnl/article/24/2/167/338200,1981
Belloch,https://web.archive.org/web/20180425231851/https://www.cs.cmu.edu/~ygu1/paper/SPAA16/Incremental.pdf,2006
Guibas; Stofli,http://www.geom.uiuc.edu/~samuelp/del_project.html,1985
Fortune,https://dl.acm.org/doi/10.1145/142675.142695,1992
S-hull (Sinclair),http://www.s-hull.org/paper/s_hull.pdf,2010
Dwyer,https://link.springer.com/article/10.1007/BF01840356,1987
 Katajainen and M. Koppinen,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6313167,1988
Drysdale; Su,https://web.archive.org/web/20120308043808/http://www.cs.berkeley.edu/~jrs/meshpapers/SuDrysdale.pdf,1996
Dwyer (higher dimensions),https://link.springer.com/article/10.1007/BF02574694,1987
"de Bruijn Graph (Idury, Waterman)",https://www.ncbi.nlm.nih.gov/pubmed/7497130,1994
String Graph (Myers),https://www.ncbi.nlm.nih.gov/pubmed/7497129,1994
"String Graph with Ferragina–Manzini Index (Simpson, Durbin)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2881401/pdf/btq217.pdf,2010
Hybrid Algorithm,,1999
Naive algorithm,,1940
Random Split Exponential algorithm,,1940
Brute force algorithm,https://www.sciencedirect.com/science/article/pii/0166218X92900315,1967
Schlimmer,https://www.aaai.org/Papers/Workshops/1993/WS-93-02/WS93-02-017.pdf,1993
Liu,https://doi.org/10.1016/0950-5849(92)90028-N,1992
Tradu; Mirc,,1967
Xu; Renio,,1972
Derek's Algorithm,,1983
Russell et. al.,,1989
Maxwell,,2000
Derek's + Maxwell,,2001
Naive,,1956
Trino,,2004
Räihä; Manilla,https://www.sciencedirect.com/science/article/pii/0166218X92900315,1992
Catriel Beeri Ronald Fagin John H. Howard,https://dl.acm.org/doi/10.1145/509404.509414,1977
FCFS,-,1979
SSTF,-,1979
SCAN,-,1979
LOOK,-,1979
C-SCAN,-,1979
C-LOOK,-,1979
Brute force (backtracking search),,1940
Sam Buss ,http://bud.cs.uky.edu/~goldsmit/papers/NondetWithinP.pdf,1993
Chen; I. Kanj; and W. Jia.,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.7.4800&rep=rep1&type=pdf,2001
Chandran and F. Grandoni,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.136.4409&rep=rep1&type=pdf,2004
Chen; I. Kanj; and W. Jia.,https://www.cs.lafayette.edu/~gexia/research/mfcs06.pdf,2006
J. Chen; L. Liu; and W. Jia.,https://onlinelibrary.wiley.com/doi/abs/10.1002/1097-0037(200007)35:4%3C253::AID-NET3%3E3.0.CO;2-K,2000
Balasubramanian; Fellows,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.711.8844,1996
Papadimitriou and M Yannakakis,https://www.sciencedirect.com/science/article/pii/S0022000096900586,1996
"Niedermeier, Rossmanith",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.69.1933&rep=rep1&type=pdf,1999
Downey,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.12.4079&rep=rep1&type=pdf,1998
Cocke–Younger–Kasami algorithm,https://core.ac.uk/download/pdf/158319955.pdf,1968
Valiant,https://linkinghub.elsevier.com/retrieve/pii/S0022000075800468,1975
Earley parser,https://web.archive.org/web/20040708052627/http://www-2.cs.cmu.edu/afs/cs.cmu.edu/project/cmt-55/lti/Courses/711/Class-notes/p94-earley.pdf,1968
GLR parser,https://link.springer.com/chapter/10.1007%2F978-3-662-21545-6_18,1974
A-Priori algorithm,http://www.vldb.org/conf/1994/P487.PDF,1994
The Algorithm of Park; Chen; and Yu (PCY),https://dl.acm.org/doi/abs/10.1145/568271.223813,1995
The Multistage Algorithm,http://ilpubs.stanford.edu:8090/423/,1999
The Multihash Algorithm,http://ilpubs.stanford.edu:8090/423/,1999
Gupta; Verdu,https://doi.org/10.1109/TIT.2009.2016040,2009
Discrete Cosine Transform,https://doi.org/10.1109%2FT-C.1974.223784,1974
Maneva and M. J. Wainwright,https://ieeexplore.ieee.org/document/1523592,2005
 Ciliberti; Mézard,https://arxiv.org/abs/cond-mat/0504509,2005
Brute force,,1940
Matsunaga; Yamamoto,https://doi.org/10.1109/TIT.2003.815805,2003
Sun; M. Shao; J. Chen; K. Wong; and X. Wu,https://ieeexplore.ieee.org/document/5474629/,2010
Miyake 2006,https://www.semanticscholar.org/paper/Lossy-Data-Compression-over-Zq-by-LDPC-Code-Miyake/652f0438118898b63126f7261ec4cd2002ff0e0b,2006
Martinian and M. J. Wainwright,https://arxiv.org/abs/cs/0602046,2006
Jalali and T. Weissman,https://web.stanford.edu/~tsachy/pdf_files/Lossy%20Source%20Coding%20via%20Markov%20Chain%20Monte%20Carlo.pdf,2008
Jalali; A. Montanari; and T. Weissman,https://authors.library.caltech.edu/17983/1/Jalali2010p7459Ieee_T_Inform_Theory.pdf,2010
Korada and R. Urbanke;,https://arxiv.org/pdf/0903.0307.pdf,2010
Berlekamp's algorithm,https://ieeexplore.ieee.org/document/6768643/,1967
Schubert's algorithm,-,1940
Square-free factorization,-,1975
Distinct-degree factorization,-,1944
Cantor–Zassenhaus algorithm,https://www.ams.org/journals/mcom/1981-36-154/S0025-5718-1981-0606517-5/home.html,1981
Victor Shoup's algorithm,https://www.sciencedirect.com/science/article/abs/pii/0020019090901954,1990
Berlekamp–Massey algorithm,https://ieeexplore.ieee.org/document/1054260,1969
Gale–Shapley algorithm,http://www.eecs.harvard.edu/cs286r/courses/fall09/papers/galeshapley.pdf,1962
Irving's Algorithm,http://www.dcs.gla.ac.uk/~pat/jchoco/roommates/papers/Comp_sdarticle.pdf,1985
Manlove; Malley,http://www.dcs.gla.ac.uk/~davidm/pubs/7981.pdf,2005
Unsworth; C.; Prosser; P,http://www.dcs.gla.ac.uk/~pat/roommates/distribution/papers/SM2N.pdf,2005
Hentenryck et. al.,https://www.sciencedirect.com/science/article/abs/pii/000437029290020X,1992
Gent; I.P.; Irving; R.W.; Manlove; D.F.; Prosser; P.; Smith; B.M.,https://link.springer.com/chapter/10.1007/3-540-45578-7_16,2001
Patrick Posser,https://link.springer.com/chapter/10.1007%2F978-3-319-07046-9_2,2014
S. S. TSENG and R. C. T. LEE,https://link.springer.com/content/pdf/10.1007/BF02136029.pdf,1984
"Tomas Feder, Nimrod Megiddoy, Serge A_x0001_ Plotki",http://theory.stanford.edu/~megiddo/pdf/soda94.pdf,1994
Ioannidou; Kyriaki; Mertzios; George B.; Nikolopoulos; Stavros D.,https://link.springer.com/content/pdf/10.1007/s00453-010-9411-3.pdf,2011
Naive,-,1973
Weiner's algorithm,https://dl.acm.org/citation.cfm?id=1441766,1973
Pratt,-,1973
Ukkonen,https://www.cs.helsinki.fi/u/ukkonen/SuffixT1withFigs.pdf,1995
Ukkonen and D. Wood,https://link.springer.com/article/10.1007/BF01769703,1993
Hariharan,https://www.sciencedirect.com/science/article/pii/S0022000097914963,1997
Süleyman Cenk Sahinalp ; Uzi Vishkin,https://link.springer.com/content/pdf/10.1007/3-540-57811-0_3.pdf,1994
Farach,https://www.cs.rutgers.edu/~farach/pubs/PRAMSuffixICALP.pdf,1997
Rytter,https://www.researchgate.net/publication/228945502_On_parallel_transformations_of_suffix_arrays_into_suffix_trees,2004
McCreight,http://libeccio.di.unisa.it/TdP/suffix.pdf,1976
Fellegi & Sunter Model,https://courses.cs.washington.edu/courses/cse590q/04au/papers/Felligi69.pdf,1969
Gupta & Sarawagi CRF,https://doi.org/10.14778/1687627.1687661,2009
Chen Ensembles of classifiers,,1989
EM Based Winkler,https://courses.cs.washington.edu/courses/cse590q/04au/papers/WinklerEM.pdf,2000
Ravikumar & Cohen Generative Models,https://arxiv.org/abs/1207.4180,2004
Bellare Active Learning,https://dl.acm.org/doi/10.1145/2339530.2339707,2012
Ananthakrishna,https://doi.org/10.1016/B978-155860869-6/50058-5,2002
BOYS algorithm,https://www.sciencedirect.com/science/article/abs/pii/016794739390116B,1993
Naive,-,1940
Dynamic Programming,-,1953
Manacher,https://doi.org/10.1145%2F321892.321896,1975
Jeuring,https://doi.org/10.1007%2FBF01182773,1994
Gusfield ,https://www.cambridge.org/core/books/algorithms-on-strings-trees-and-sequences/F0B095049C7E6EF5356F0A26686C20D3,1997
Demand-Driven Register Allocation,https://dl.acm.org/doi/10.1145/236114.236117,1996
Sethi–Ullman Algorithm,https://dl.acm.org/doi/10.1145/321607.321620,1970
Babai and Luks,https://dl.acm.org/doi/10.1145/800061.808746,1983
Babai,https://epubs.siam.org/doi/10.1137/0209018,1980
Spielman,https://www.cs.yale.edu/homes/spielman/PAPERS/srg.pdf,1996
McKay,http://users.cecs.anu.edu.au/~bdm/papers/pgi.pdf,1981
Schmidt & Druffel,https://dl.acm.org/doi/10.1145/321958.321963,1976
Ullman,https://dl.acm.org/doi/10.1145/321921.321925,1976
Babai,"http://people.cs.uchicago.edu/~laci/update.html, http://people.cs.uchicago.edu/~laci/17groups/version2.1.pdf",2017
Muzychuk,https://londmathsoc.onlinelibrary.wiley.com/doi/abs/10.1112/S0024611503014412,2004
Bodlaender,https://www.sciencedirect.com/science/article/pii/0196677490900135,1990
Babai & Codenotti,https://oa.mg/work/10.1109/focs.2008.80,2008
Kleitman–Wang Algorithm,https://linkinghub.elsevier.com/retrieve/pii/0012365X7390037X,1973
Fulkerson–Chen–Anstee,https://www.cambridge.org/core/journals/canadian-journal-of-mathematics/article/properties-of-a-class-of-01matrices-covering-a-given-matrix/9A3857D219511017536142BD7F132C91,1982
Berger & Müller-Hannemann,https://arxiv.org/abs/1203.3636,2011
Sorting based [Merge Sort],,1964
Sorting based [Merge Sort] + real-time elimination,,1964
BST Algorithm,,1999
Priority Queue Algorithm,,1976
Sorted Neighborhood Algorithm (SNA),https://link.springer.com/article/10.1023/A:1009761603038,1998
Duplicate Elimination Sorted Neighborhood Algorithm (DE-SNA),,2002
Adaptive Duplicate Detection Algorithm (ADD),https://dl.acm.org/doi/10.1145/956750.956759,2003
B.I. Kvasov,https://link.springer.com/article/10.1134/S0965542508040039,2008
V. A. Lyul’ka and A. V. Romanenko,https://www.mathnet.ru/eng/zvmmf2544,1994
V. A. Lyul’ka and I. E. Mikhailov,http://www.mathnet.ru/php/archive.phtml?wshow=paper&jrnid=zvmmf&paperid=943&option_lang=eng,2003
V. I. Paasonen,,1968
"P. Costantini, B. I. Kvasov, and C. Manni",https://link.springer.com/article/10.1023/A:1018988312596,1999
B. I. Kvasov,http://sutir.sut.ac.th:8080/sutir/bitstream/123456789/431/1/bib115.pdf,2000
ECK M.; DEROSE T.; DUCHAMP T.; 1995,https://dl.acm.org/doi/10.1145/218380.218440,1995
FLOATER 1997,http://www.cs.jhu.edu/~misha/Fall09/Floater97.pdf,1997
PINKALL U.; POLTHIER K 1993,http://www.cs.jhu.edu/~misha/Fall09/Pinkall93.pdf,1993
FLOATER 2003,https://www.ams.org/journals/mcom/2003-72-242/S0025-5718-02-01466-7/S0025-5718-02-01466-7.pdf,2003
LEE Y.; KIM H. S.; LEE S 2002,https://www.sciencedirect.com/science/article/abs/pii/S0097849302001231,2002
DESBRUN M.; MEYER M.; ALLIEZ P. 2002,https://dl.acm.org/doi/10.1145/566654.566588,2002
LÉVY B.; PETITJEAN S.; RAY N.; MAILLOT J 2002,https://members.loria.fr/Bruno.Levy/papers/LSCM_SIGGRAPH_2002.pdf,2002
KARNI Z.; GOTSMAN C.; GORTLER S. J. 2005,https://dash.harvard.edu/bitstream/handle/1/2634388/Gortler_FreeBoundary.pdf?sequence=2&isAllowed=y,2005
HORMANN K.; GREINER G 1999,https://www.semanticscholar.org/paper/MIPS%3A-An-Efficient-Global-Parametrization-Method-Hormann-Greiner/a2f7f69b37565eb2729b45a7d72c6aae2e4908b8,1999
SHEFFER A.; DE STURLER E. 2000,https://link.springer.com/article/10.1007/PL00013391,2000
SHEFFER A.; LÉVY B.; MOGILNITSKY M.; BOGOMYAKOV A. 2005,https://hal.inria.fr/inria-00105689/document,2005
ZAYER R.; LÉVY B.; SEIDEL H.-P. 2007,https://dl.acm.org/doi/10.5555/1281991.1282010,2007
SANDER P. V.; SNYDER J.; GORTER S. J.; HOPPE 2001,https://dl.acm.org/doi/pdf/10.1145/383259.383307,2001
YAN J. Q.; YANG X.; SHI P. F 2006,,2006
ZAYER R.; ROESSL C.; SEIDEL H.-P 2005,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.226.1150&rep=rep1&type=pdf,2005
YOSHIZAWA S.; BELYAEV A. G.; SEIDEL H.-P 2004,https://www.researchgate.net/profile/Alexander_Belyaev5/publication/47861414_A_fast_and_simple_stretch-minimizing_mesh_parameterization/links/5b962a6292851c78c40c0c3f/A-fast-and-simple-stretch-minimizing-mesh-parameterization.pdf,2004
CHEN Z. G.; LIU L. G.; ZHANG Z. Y.; WANG G. J. 2007,https://dl.acm.org/doi/10.1145/1236246.1236287,2007
YANG Y.; KIM J.; LUO F.; HU S.; GU X. 2008,,2008
BEN-CHEN M.; GOTSMAN C.; BUNIN G. 2008,http://www.cs.technion.ac.il/~gotsman/AmendedPubl/Miri/EG08_Conf.pdf,2008
SPRINGBORN B.; SCHROEDER P.; PINKALL U. 2008,https://dl.acm.org/doi/10.1145/1399504.1360676,2008
Expectation-Maximization (EM) algorithm,https://www.jstor.org/stable/2984875,1977
EM with Quasi-Newton Methods (Jamshidian; Mortaza; Jennrich; Robert I.),https://rss.onlinelibrary.wiley.com/doi/abs/10.1111/1467-9868.00083,1997
Parameter-expanded expectation maximization (PX-EM),http://www.stat.ucla.edu/~ywu/research/papers/PXEM.pdf,1998
Expectation conditional maximization (ECM),https://academic.oup.com/biomet/article-abstract/80/2/267/251605?redirectedFrom=fulltext,1993
Expectation conditional maximization either (ECME) (Liu; Chuanhai; Rubin; Donald B),https://www.jstor.org/stable/2337067,1994
α-EM Algorithm,https://waseda.pure.elsevier.com/en/publications/the-%CE%B1-em-algorithm-surrogate-likelihood-maximization-using-%CE%B1-loga,2003
Shaban; Amirreza; Mehrdad; Farajtabar,https://faculty.cc.gatech.edu/~bboots3/files/SpectralExteriorPoint-NIPSWorkshop.pdf,2015
