Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
60,Clique Problems,1,"Enumerating Maximal Cliques, arbitrary graph",482,,,1,1,$O(nm)$ per clique,,,"[https://www.proquest.com/docview/918487776?pq-origsite=gscholar&fromopenview=true Shuji Tsukiyama, Mikio Ide, Hiromu Ariyoshi, and Isao Shirakawa (1977)]","Shuji Tsukiyama, Mikio Ide, Hiromu Ariyoshi, and Isao Shirakawa",1977,https://www.proquest.com/docview/918487776?pq-origsite=gscholar&fromopenview=true,,,,1,-,6,"n: 6,
m: 3",$O(nm)$ per clique,"n: number of vertices
m: number of edges
d: degeneracy of graph",n,,,Word RAM,words,5,"m: 3,
n: 5",O(m),"See original reference, but also note that we'd have to construct and store the complementary graph (as this is originally an algo for MISs)",0,1,,0,,0,,0,0,,0,0,,,,,"V:E
1:1",500,3.728708045,500000,25.59147948,500000000,148.5348781,250000,Inf,Inf,250000000000,Inf,Inf,2.50E+17,Inf,Inf,1,,,Combinatorics
60,Clique Problems,1,"Enumerating Maximal Cliques, arbitrary graph",483,,,1,1,$O(n^\omega)$ per clique where omega is the exponent on matrix multiplication,,,"[https://link.springer.com/chapter/10.1007/978-3-540-27810-8_23 Kazuhisa Makino, Takeaki Uno; Section 5 (2004)]","Kazuhisa Makino, Takeaki Uno; Section 5",2004,https://link.springer.com/chapter/10.1007/978-3-540-27810-8_23,,,,0,-,5.3728596,n: 5.3728596,$O(n^{\omega})$ per clique where omega is the exponent on matrix multiplication,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),https://link.springer.com/chapter/10.1007/978-3-540-27810-8_23,0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
61,The Traveling-Salesman Problem,1,Minimum TSP,484,,,1,1,$O(V^2 2^V)$,,,[https://www.jstor.org/stable/2098806 Held–Karp algorithm (1962)],Held–Karp algorithm,1962,https://www.jstor.org/stable/2098806,,,,1,0,8,V: 8,$O(V^2 2^V)$,"V: number of vertices
E: number of edges",V,,,Word RAM,words,8,V: 8,O(V*2^V),"Need to store all C(S, l) for all subsets $S \subseteq V$ and all vertices l",1,0,,0,,0,,1,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
61,The Traveling-Salesman Problem,2,Approximate TSP,485,,,1,0,$O(V^3)$,,,[https://apps.dtic.mil/dtic/tr/fulltext/u2/a025602.pdf Christofides algorithm (1976)],Christofides algorithm,1976,https://apps.dtic.mil/dtic/tr/fulltext/u2/a025602.pdf,,,,1,0,6,V: 6,$O(V^3)$,"V: number of vertices
E: number of edges",V,,,Word RAM,words,5,V: 5,O(V^2)???,Depends on best space complexity for O(V^3) min-weight matching (the rest of the algorithm requires O(V) auxiliary space),1,0,,0,,1,1.5,1,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
61,The Traveling-Salesman Problem,0.001,Minimum TSP,486,,,1,1,$O(1.674^V E^2)$,,,[https://onlinelibrary.wiley.com/doi/10.1002/net.3230180309 Lawler; E. L. (1985)],Lawler; E. L.,1985,https://onlinelibrary.wiley.com/doi/10.1002/net.3230180309,,,,1,0,8,V: 8,$O(1.674^V E^2)$,"V: number of vertices
E: number of edges",V,,,Word RAM,words,#VALUE!,,,,,,,0,,0,,1,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
61,The Traveling-Salesman Problem,0.001,Minimum TSP,487,,,1,1,$O(2^V logE)$,,,[https://pubsonline.informs.org/doi/abs/10.1287/ijoc.3.4.376 TSPLIB (1991)],TSPLIB,1991,https://pubsonline.informs.org/doi/abs/10.1287/ijoc.3.4.376,,,,0,0,8,V: 8,$O(2^V \log E)$,"V: number of vertices
E: number of edges",V,,,Word RAM,words,#VALUE!,,,,,,,0,,0,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,520,,,1,1,O(n^4)? (previously O(n^2)),,,[- Naive algorithm (1934)],Naive algorithm,1934,-,1,1,,1,0,7,n: 7,$O(n^4)$? (previously $O(n^2)$),n: number of points,n,,,Real RAM?,words,3,n: 3,O(n),"Keep track of triangles in triangulation, and current triangle being tested",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,1,,1000000000000,1,,1.00E+18,1,,4,,,Combinatorics
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,521,,,1,1,O(n^2),,,[https://link.springer.com/article/10.1007/PL00009464 Flipping algorithm (1999)],Flipping algorithm,1999,https://link.springer.com/article/10.1007/PL00009464,,,,0,0,5,n: 5,O(n^2),n: number of points,n,,,Real RAM?,words,3,n: 3,O(n),Keep track of edges in current triangulation,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Combinatorics
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,522,,,1,1,O(nlogn),,,[https://web.archive.org/web/20091028054315/http://www.cs.uu.nl/geobook/interpolation.pdf de Berg; Cheong (2008)],de Berg; Cheong,2008,https://web.archive.org/web/20091028054315/http://www.cs.uu.nl/geobook/interpolation.pdf,,,,0,0,4,n: 4,O(n \log n),n: number of points,n,,,Real RAM?,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,523,,,1,1,O(nlogn),,,[https://academic.oup.com/comjnl/article/24/2/167/338200 Bowyer–Watson algorithm (1981)],Bowyer–Watson algorithm,1981,https://academic.oup.com/comjnl/article/24/2/167/338200,,,,0,0,4,n: 4,O(n \log n),n: number of points,n,,,Real RAM?,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,524,,,1,1,O(nlogn),,,[https://web.archive.org/web/20180425231851/https://www.cs.cmu.edu/~ygu1/paper/SPAA16/Incremental.pdf Belloch (2006)],Belloch,2006,https://web.archive.org/web/20180425231851/https://www.cs.cmu.edu/~ygu1/paper/SPAA16/Incremental.pdf,,,,0,0,4,n: 4,O(n \log n),n: number of points,n,,,Real RAM?,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,,0,0,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,525,,,1,1,O(nlogn),,,[http://www.geom.uiuc.edu/~samuelp/del_project.html Guibas; Stofli (1985)],Guibas; Stofli,1985,http://www.geom.uiuc.edu/~samuelp/del_project.html,,,,0,0,4,n: 4,O(n \log n),n: number of points,n,,,Real RAM?,words,3,n: 3,O(n),"Space recursion is S(n)=max(2S(n/2), O(n)) as triangulations from recursive calls are modified in the merge step",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
64,Delaunay Triangulation,2,2-Dimensional Delaunay Triangulation,526,,,1,1,O(nlogn),,,[https://dl.acm.org/doi/10.1145/142675.142695 Fortune (1992)],Fortune,1992,https://dl.acm.org/doi/10.1145/142675.142695,,,,0,0,5,n: 5,O(n^2),n: number of points,n,,,Real RAM?,words,3,n: 3,O(n),See incremental/flipping algorithm space complexities,1,0,,0,,0,O(1/n\epsilon),0,0,,0,0,,"Given a set of points on a surface, find a triangulation such that for every triangule there is a circumscribing pseudocircle that is \alpha-empty. A circumscribing  \alpha-pseudocircle are circular arcs with endpoints at the vertices of the polygon which all lie inside the circumscribing circle of the polygon and make an angle at most \alpha with the circumscribing polygon at the verticies. A pseudocircle is \alpha-empty if it is an \alpha-pseudocircle and it contains no verticies in its interior.",,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,528,,,1,1,O(nlogn),,,[http://www.s-hull.org/paper/s_hull.pdf S-hull (Sinclair) (2010)],S-hull (Sinclair),2010,http://www.s-hull.org/paper/s_hull.pdf,,,,0,0,4,n: 4,O(n \log n),n: number of points,n,,,Real RAM?,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
64,Delaunay Triangulation,2,2-Dimensional Delaunay Triangulation,529,,,1,1,O(n log log n),uniform distribution in the unit square,https://link.springer.com/article/10.1007/BF01840356,[https://link.springer.com/article/10.1007/BF01840356 Dwyer (1987)],Dwyer,1987,https://link.springer.com/article/10.1007/BF01840356,,,,0,0,4,n: 4,O(n \log n),n: number of points,n,,,Real RAM?,words,3,n: 3,O(n)?,"Space recursion is S(n)=max(2S(n/2), O(n)) as triangulations from recursive calls are modified in the merge step",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
64,Delaunay Triangulation,0.001,,530,Cell technique and divide-and-conquer,,1,1,O(n),,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6313167,[https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6313167  Katajainen and M. Koppinen (1988)],Katajainen and M. Koppinen,1988,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6313167,,,,1,4->5,4,n: 4,O(n \log n),n: number of points,n,,,Real RAM?,words,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,3316.983346,301.4787521,0.1262924722,4316983.346,231643.2378,0.2935019136,4901945847,204000621.6,0.4897634763,4,,,Combinatorics
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,531,,,1,1,O(n),uniform distribution in the unit square,https://web.archive.org/web/20120308043808/http://www.cs.berkeley.edu/~jrs/meshpapers/SuDrysdale.pdf,[https://web.archive.org/web/20120308043808/http://www.cs.berkeley.edu/~jrs/meshpapers/SuDrysdale.pdf Drysdale; Su (1996)],Drysdale; Su,1996,https://web.archive.org/web/20120308043808/http://www.cs.berkeley.edu/~jrs/meshpapers/SuDrysdale.pdf,1,1,,1,5->6,3,n: 3,O(n),n: number of points,n,,,Real RAM?,words,3,n: 3,O(n)?,See other incremental algorithms,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,1000,0.1312834366,1000000,1000000,0.279802214,1000000000,1000000000,0.4478190469,4,,,Combinatorics
64,Delaunay Triangulation,1,General Delaunay Triangulation (d-dimensions),532,,,1,1,O(n),random points from a d-ball,https://link.springer.com/article/10.1007/BF02574694,[https://link.springer.com/article/10.1007/BF02574694 Dwyer (higher dimensions) (1987)],Dwyer (higher dimensions),1987,https://link.springer.com/article/10.1007/BF02574694,,,,0,0,3.99,n: 3.99,O(n \log \log n),n: number of points,n,,,Real RAM?,words,3,n: 3,O(n)?,Keep track of O(1) information per triangle related to triangulation??,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,3316.983346,301.4787521,0.1291461101,4316983.346,231643.2378,0.3006040392,4901945847,204000621.6,0.5024522209,4,,,Combinatorics
73,CFG Problems,1,CFG Recognition,584,,,1,1,O(n^3 * |G|),,,[https://core.ac.uk/download/pdf/158319955.pdf Cocke–Younger–Kasami algorithm (1968)],Cocke–Younger–Kasami algorithm,1968,https://core.ac.uk/download/pdf/158319955.pdf,,,,1,0,6,"n: 6,
|G|: 3",O(n^3 * |G|),"n: input string length
|G|: size of grammar",n,,,Double-tape TM,cells,5,n: 5,O(n^2),https://core.ac.uk/download/pdf/158319955.pdf,0,1,,0,,0,,0,0,,0,0,,,,,G=100,,,,,,,100000000000,1,,1.00E+20,1,,1.00E+29,1,,3,,,Combinatorics
73,CFG Problems,1,CFG Recognition,585,,,1,1,$O(n^\omega * |G|)$ where omega is the exponent for matrix multiplication,,,[https://linkinghub.elsevier.com/retrieve/pii/S0022000075800468 Valiant (1975)],Valiant,1975,https://linkinghub.elsevier.com/retrieve/pii/S0022000075800468,,,,1,0,5.3728596,"n: 5.3728596,
|G|: 3",O(n^omega * |G|) where omega is the exponent for matrix multiplication,"n: input string length
|G|: size of grammar",n,,,Word RAM and multitape TM,words/cells,5,n: 5,O(n^2)?,See matrix multiplication space complexity,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1380384265,72.44359601,0.8438020169,1.91E+16,5248.074602,2.399605878,2.63E+23,380189.3963,5.268200174,3,,,Combinatorics
73,CFG Problems,2,CFG Parsing,586,,,1,1,O(n^3),,,[https://web.archive.org/web/20040708052627/http://www-2.cs.cmu.edu/afs/cs.cmu.edu/project/cmt-55/lti/Courses/711/Class-notes/p94-earley.pdf Earley parser (1968)],Earley parser,1968,https://web.archive.org/web/20040708052627/http://www-2.cs.cmu.edu/afs/cs.cmu.edu/project/cmt-55/lti/Courses/711/Class-notes/p94-earley.pdf,,,,1,0,6,n: 6,O(n^3),n: input string length,n,,,Word RAM,words,5,n: 5,O(n^2),https://web.archive.org/web/20040708052627/http://www-2.cs.cmu.edu/afs/cs.cmu.edu/project/cmt-55/lti/Courses/711/Class-notes/p94-earley.pdf,0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,100,,1.00E+18,100,,1.00E+27,100,,3,,,Combinatorics
73,CFG Problems,2,CFG Parsing,587,,,1,1,O(n^3),,,[https://link.springer.com/chapter/10.1007%2F978-3-662-21545-6_18 GLR parser (1974)],GLR parser,1974,https://link.springer.com/chapter/10.1007%2F978-3-662-21545-6_18,,,,0,0,6,n: 6,O(n^3),n: input string length,n,,,Word RAM? (implemented on ALGOL),words,6,n: 6,O(n^3),https://link.springer.com/chapter/10.1007%2F978-3-662-21545-6_18,0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Combinatorics
78,Stable Matching Problem,1,Stable Marriage Problem,611,,,1,1,O(n^2),,,[http://www.eecs.harvard.edu/cs286r/courses/fall09/papers/galeshapley.pdf Gale–Shapley algorithm (1962)],Gale–Shapley algorithm,1962,http://www.eecs.harvard.edu/cs286r/courses/fall09/papers/galeshapley.pdf,1,1,https://en.wikipedia.org/wiki/Gale–Shapley_algorithm,1,0,5,n: 5,O(n^2),n: number of men and number of women,n,,,Word RAM,words,3,n: 3,O(n),Only need to keep track of current (provisional) matchings,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,1,,1000000000000,1,,1.00E+18,1,,4,,,Combinatorics
78,Stable Matching Problem,1,Stable Roommates Problem,612,,,1,1,O(n^2),,,[http://www.dcs.gla.ac.uk/~pat/jchoco/roommates/papers/Comp_sdarticle.pdf Irving's Algorithm (1985)],Irving's Algorithm,1985,http://www.dcs.gla.ac.uk/~pat/jchoco/roommates/papers/Comp_sdarticle.pdf,,,,0,0,5,n: 5,O(n^2),n: number of pairs of roommates,n,,,Word RAM,words,5,n: 5,O(n^2)?,Manipulates the $O(n)$-many $O(n)$-size preference lists,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Combinatorics
78,Stable Matching Problem,1,Stable Marriage Problem,613,,,1,1,O(n^2),,,[http://www.dcs.gla.ac.uk/~davidm/pubs/7981.pdf Manlove; Malley (2005)],Manlove; Malley,2005,http://www.dcs.gla.ac.uk/~davidm/pubs/7981.pdf,,,,0,0,5,n: 5,O(n^2),n: number of men and number of women,n,,,Word RAM,words,5,n: 5,O(n^2)?,"Constructs, preprocesses, and solves an $O(n^2)$-size CSP instance?",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Combinatorics
78,Stable Matching Problem,1,Stable Marriage Problem,614,,,1,1,O(n^2),,,[http://www.dcs.gla.ac.uk/~pat/roommates/distribution/papers/SM2N.pdf Unsworth; C.; Prosser; P (2005)],Unsworth; C.; Prosser; P,2005,http://www.dcs.gla.ac.uk/~pat/roommates/distribution/papers/SM2N.pdf,,,,0,0,5,n: 5,O(n^2),n: number of men and number of women,n,,,Word RAM,words,5,n: 5,O(n^2)?,"Constructs, preprocesses, and solves an $O(n^2)$-size CSP instance? (see original reference)",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Combinatorics
78,Stable Matching Problem,1,Arc Consistency?,615,,,1,1,O(n^3),,,[https://www.sciencedirect.com/science/article/abs/pii/000437029290020X Hentenryck et. al. (1992)],Hentenryck et. al.,1992,https://www.sciencedirect.com/science/article/abs/pii/000437029290020X,,,,0,0,6,n: 6,O(n^3),n: number of men and number of women,n,,,Word RAM,words,6,n: 6,O(n^3)?,https://www.sciencedirect.com/science/article/abs/pii/000437029290020X,0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,4,,,Combinatorics
78,Stable Matching Problem,1,Stable Marriage Problem,616,,,1,1,O(n^2),,,[https://link.springer.com/chapter/10.1007/3-540-45578-7_16 Gent; I.P.; Irving; R.W.; Manlove; D.F.; Prosser; P.; Smith; B.M. (2001)],Gent; I.P.; Irving; R.W.; Manlove; D.F.; Prosser; P.; Smith; B.M.,2001,https://link.springer.com/chapter/10.1007/3-540-45578-7_16,,,,0,0,5,n: 5,O(n^2),n: number of men and number of women,n,,,Word RAM,words,5,n: 5,O(n^2)?,"Constructs, preprocesses, and solves an O(n^2)-size CSP instance?",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Combinatorics
78,Stable Matching Problem,1,Stable Roommates Problem,617,,,1,1,O(n^3),,,[https://link.springer.com/chapter/10.1007%2F978-3-319-07046-9_2 Patrick Posser (2014)],Patrick Posser,2014,https://link.springer.com/chapter/10.1007%2F978-3-319-07046-9_2,,,,0,0,6,n: 6,O(n^3),n: number of pairs of roommates,n,,,Word RAM,words,3,n: 3,O(n),https://link.springer.com/chapter/10.1007%2F978-3-319-07046-9_2,0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,4,,,Combinatorics
78,Stable Matching Problem,1,Stable Marriage Problem,618,,,1,1,O(n^2),,,[https://link.springer.com/content/pdf/10.1007/BF02136029.pdf S. S. TSENG and R. C. T. LEE (1984)],S. S. TSENG and R. C. T. LEE,1984,https://link.springer.com/content/pdf/10.1007/BF02136029.pdf,,,,0,0,5,n: 5,O(n^2),n: number of men and number of women,n,,,Word RAM,words,3,n: 3,$O(n)$ per processor?,Only need to keep track of current (provisional) matchings,1,0,,0,,0,,0,1,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Combinatorics
78,Stable Matching Problem,1,Stable Marriage Problem,620,,,1,1,O(n^{0.5}),,,"[http://theory.stanford.edu/~megiddo/pdf/soda94.pdf Tomas Feder, Nimrod Megiddoy, Serge A Plotki (1994)]","Tomas Feder, Nimrod Megiddoy, Serge A Plotki",1994,http://theory.stanford.edu/~megiddo/pdf/soda94.pdf,,,,0,0,2.5,n: 2.5,O(n^0.5),n: number of men and number of women,n,,,Word RAM,words,2.5,n: 2.5,$O(n^{0.5})$ auxiliary per processor?,bounded by runtime,1,0,,0,,0,,0,1,Polynomial,0,0,,,,,,,,,,,,31.62,,,,,,,,,4,,,Combinatorics
79,Longest Path Problem,1,Longest Path on Interval Graphs,621,,,1,1,O(n^4),,,[https://link.springer.com/content/pdf/10.1007/s00453-010-9411-3.pdf Ioannidou; Kyriaki; Mertzios; George B.; Nikolopoulos; Stavros D. (2011)],Ioannidou; Kyriaki; Mertzios; George B.; Nikolopoulos; Stavros D.,2011,https://link.springer.com/content/pdf/10.1007/s00453-010-9411-3.pdf,1,1,https://link.springer.com/content/pdf/10.1007/s00453-010-9411-3.pdf,1,0,7,n: 7,O(n^4),n: number of vertices,n,,,Word RAM,words,6,n: 6,O(n^3),https://link.springer.com/content/pdf/10.1007/s00453-010-9411-3.pdf,0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000000,1,,1.00E+24,1,,1.00E+36,1,,2,,,Combinatorics
84,Longest Palindromic Substring,2,Longest Palindromic Substring,653,,,1,1,O(n^3),Any distribution of values?,(behavior same across all inputs),[- Naive (1940)],Naive,1940,-,1,1,,1,0,6,n: 6,O(n^3),n: length of given string,n,,,Word RAM,words,1,n: 1,$O(1)$,https://www.geeksforgeeks.org/longest-palindrome-substring-set-1/,0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,1,,1.00E+18,1,,1.00E+27,1,,3,,,Combinatorics
84,Longest Palindromic Substring,1,Longest Palindromic Substring,654,,,1,1,O(n^2),,,[- Dynamic Programming (1953)],Dynamic Programming,1953,-,,,,1,3->4,5,n: 5,O(n^2),n: length of given string,n,,,Word RAM,words,5,n: 5,O(n^2),https://www.geeksforgeeks.org/longest-palindrome-substring-set-1/,0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,1000,0.7012542799,1000000000000,1000000,1.894266125,1.00E+18,1000000000,3.923882632,3,,,Combinatorics
84,Longest Palindromic Substring,2,Longest Palindromic Substring,655,,,1,1,O(n),Any distribution of values?,need to read entire input,[https://doi.org/10.1145%2F321892.321896 Manacher (1975)],Manacher,1975,https://doi.org/10.1145%2F321892.321896,2,1,https://dl.acm.org/doi/10.1145/321892.321896,1,4->6,3,n: 3,O(n),n: length of given string,n,,,Word RAM,words,3,n: 3,$O(n)$,"At the very least it stores the radii for each center, requiring O(n) space. Space usage is bounded from above by runtime, so at most O(n) space is used.",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,1000000,0.483981789,1000,1000000000000,1.20220195,1000000000,1.00E+18,2.268027589,3,,,Combinatorics
84,Longest Palindromic Substring,1,Longest Palindromic Substring,656,,,1,1,O(n),Any distribution of values?,need to read entire input,[https://doi.org/10.1007%2FBF01182773 Jeuring (1994)],Jeuring,1994,https://doi.org/10.1007%2FBF01182773,,,,0,0,3,n: 3,O(n),n: length of given string,n,,,Word RAM,words,3,n: 3,$O(n)$?,Stores (and uses) previously computed palindrome information; unclear if O(n) is best bound possible,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,,,,,,,,,3,,,Combinatorics
84,Longest Palindromic Substring,2,Longest Palindromic Substring,657,,,1,1,O(n),Any distribution of values?,need to read entire input,[https://www.cambridge.org/core/books/algorithms-on-strings-trees-and-sequences/F0B095049C7E6EF5356F0A26686C20D3 Gusfield  (1997)],Gusfield,1997,https://www.cambridge.org/core/books/algorithms-on-strings-trees-and-sequences/F0B095049C7E6EF5356F0A26686C20D3,,,,0,0,3,n: 3,O(n),n: length of given string,n,,,Word RAM,words,3,n: 3,$O(n)$,"At the very least it pre-processes and stores the string and the reverse of the string, requiring O(n) space. Space usage is bounded from above by runtime, so at most O(n) space is used.",1,0,,0,,0,,0,0,,0,0,https://d1wqtxts1xzle7.cloudfront.net/31053376/Algorithms_on_String_Trees_and_Sequences-with-cover-page-v2.pdf?Expires=1661234618&Signature=F2kwJp-yun59cg~XkWJkmRPpTYA~w8ZV8-T7prnT1vRBskR9HP5--HSAW3yRCkMvsogo8r6dTuq94Um2iFLJueNP-wf-EwQwsnTfaNWN8~IPjQAStkg0o3~9dr~gbsRzgddypdVJFp2qnFOzCaL3RgLw1mVEt~z6l9NwCSAK~mKZn6gZm3pP2-oCtuvQeUkRQKEWMrjbmZJvnXGoTSeKl4wMvvO5VOB17WLvU2A~G3XuiV05wJJwK8cQ9wqGZdorSYXieKLElOTfoYCDEjugeJuQXa2R-VhZtk8WpBPLmIv-PKUqQpxNG2usEwy0f4rcZnpsIBfEAJV9UBv1QwxlPQ__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,,,,,,,,,,,1000,,,,,,,,,3,,,Combinatorics
88,Duplicate Elimination,2,Duplicate Elimination,673,,,1,1,O(nlogn),,,[ Sorting based [Merge Sort] (1964)],Sorting based [Merge Sort],1964,,,,,1,0,4,n: 4,O(n \log n),,n,,,Word RAM,words,3,n: 3,$O(n)$,Derived: linear space for mergesort,1,0,,0,,0,,0,0,,0,0,,,,,,1000,,1000000,,1000000000,,9965,1,,19931568.57,1,,29897352854,1,,5,,,Databases
88,Duplicate Elimination,0.001,Duplicate Elimination,674,,,1,1,O(nlogn),,,[ Sorting based [Merge Sort] + real-time elimination (1964)],Sorting based [Merge Sort] + real-time elimination,1964,,,,,0,0,4,n: 4,O(n \log n),,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,5,,,Databases
88,Duplicate Elimination,2,Duplicate Elimination,675,,,1,1,O(nlogn),,,[ BST Algorithm (1999)],BST Algorithm,1999,,,,,0,0,4,n: 4,O(n \log n),,n,,,Word RAM,words,2,n: 2,$O(\log n)$,Derived: Space required for the recursion stack space,1,0,,0,,0,,0,0,,0,0,,,,,,9.965784285,0.1407366271,19.93156857,0.3623817424,29.89735285,0.6405214824,9965,,,,,,,,,5,,,Databases
88,Duplicate Elimination,2,Duplicate Elimination,676,Selection sort using priority queue?,,1,1,O(n^2),,,[ Priority Queue Algorithm (1976)],Priority Queue Algorithm,1976,,,,,0,0,5,n: 5,O(n^2),,n,,,Word RAM,words,3,n: 3,$O(n)$,Derived: Auxiliary space needed for the priority queue,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,5,,,Databases
88,Duplicate Elimination,2,Duplicate Elimination,677,,,1,1,O(n^2),,,[https://link.springer.com/article/10.1023/A:1009761603038 Sorted Neighborhood Algorithm (SNA) (1998)],Sorted Neighborhood Algorithm (SNA),1998,https://link.springer.com/article/10.1023/A:1009761603038,,,,0,0,5,n: 5,O(n^2),,n,https://doi.org/10.1145/1255175.1255213,0,Word RAM,words,3,n: 3,$O(n)$,"Derived: store a key for each entry in the ""Create Key"" phase",1,0,,0,,0,,0,0,,0,0,https://ieeexplore.ieee.org/document/5381140,,,,,,,,,,,9965,,,,,,,,,5,,,Databases
88,Duplicate Elimination,0.001,Duplicate Elimination,678,,,1,1,O(nlogn),,,[ Duplicate Elimination Sorted Neighborhood Algorithm (DE-SNA) (2002)],Duplicate Elimination Sorted Neighborhood Algorithm (DE-SNA),2002,,,,,0,0,4,n: 4,O(n \log n),,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,5,,,Databases
